U+3400	㐀	qiū;jau1;null;null;null	⿱卝一
U+805E	聞	wén;man4,man6;MWUN;BUN,MON;null	⿵⿰𠁣𠃛耳
U+805F	聟	xù;null;null;SEI;null	⿱⿰⿱𠂉⿻一人口耳
U+8060	聠	pīng;null;null;HEI,HYOU;null	⿰耳⿱丷⿱一⿻一⿰丿丨[GTJ],⿰耳⿰⿱丿干⿱丿干[K]
U+8061	聡	cōng;cung1;null;SOU;null	⿰耳⿱⿱八厶心
U+8062	聢	dìng;ding6;null;null;null	⿰耳⿱宀⿱一龰
U+8063	聣	ní;ai6,ngai6;null;null;null	⿰耳⿱臼⿰丿乚
U+8064	聤	tíng;null;null;TEI,JOU;null	⿰耳⿱⿳⿱丶一[GTK]口冖⿱一亅
U+8065	聥	jǔ;null;null;null;null	⿰耳禹
U+8066	聦	cōng;cung1;null;SOU;null	⿰耳⿱⿻⿹勹⿱丿丿丶心
U+8067	聧	kuī;kwai1;null;null;null	⿰耳⿱⿰②③⿱一⿻一人
U+8068	聨	lián;null;null;REN;null	⿰耳⿱⿰⿰②丶⿰②丶⿻一⿰丿丨
U+8069	聩	kuì;kui2;null;null;null	⿰耳⿱⿱⿻口丨一贝
U+806A	聪	cōng;cung1;null;null;null	⿰耳⿱⿱丷口心
U+806B	聫	lián;null;LYEN;REN;null	⿰耳⿱⿰⿰②丶⿰②丶⿻一人
U+806C	聬	wěng;null;null;null;null	⿰耳⿱⿱八厶⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+806D	聭	kuì;null;null;KI;null	⿰耳⿱甶⿺⿰丿乚厶
U+806E	聮	lián;null;LYEN;REN;null	⿰耳⿱⿰⿰②丶⿰②丶灬
U+806F	聯	lián;lyun4;LYEN;REN;liên	⿰耳⿱⿰⿰②丶⿰②丶丱
U+8070	聰	cōng;cung1;CHONG;SOU;thông	⿰耳⿱⿴⿱丿囗夂[G]心[GJK],⿰耳⿱⿴⿱丿囗⿻⿱丿丿丶心[TV]
U+8071	聱	áo;ngou4;O;GOU,GYOU;null	⿱⿰⿱龶⿰丿𠃌攵[G]耳
U+8072	聲	shēng;seng1,sing1;SENG;SEI,SHOU;thanh	⿱⿰⿱⿱十一𠃜⿱𠘧又[GT]耳
U+8073	聳	sǒng;sung2;YONG;SHOU;null	⿱⿰彳⿱⿰人人龰耳
U+8074	聴	tīng;null;CHENG;CHOU,TEI;null	⿰耳⿳十罒心
U+8075	聵	kuì;kui2;OY;GAI,GE,KAI;null	⿰耳⿱⿱⿻口丨一⿱目八
U+8076	聶	niè;nip6;SEP;JOU,NYOU,SHOU;null	⿱耳⿰耳耳
U+8077	職	zhí;zik1;CIK;SHOKU,TOKU,SHIKI;chức	⿰耳⿹⿶戈⿱⿱丶一[GTK]丷日[G]
U+8078	聸	dān;null;null;null;null	⿰耳⿸厃⿱⿰丿乚言
U+8079	聹	níng;ning4;null;DEI,NYOU;null	⿰耳⿱⿱宀⿱心皿⿱一亅[GTK]
U+807A	聺	qié;null;null;null;null	⿰耳⿱宀⿱⿰⿴𠂊冫②示
U+807B	聻	nǐ;zim6;null;null;null	⿱⿰氵⿰車⿸𠂆⿱一丨耳
U+807C	聼	tīng;null;CHENG;CHOU,TEI;null	⿰⿱乛耳⿱⿳十罒一心[G],⿰⿱⿱一丨耳⿱⿳十罒一心[T]
U+807D	聽	tīng;teng1,ting1,ting3;CHENG;CHOU,TEI;thính	⿰⿹耳⿱丿⿱十一[GKV]⿱⿳十罒一心
U+807E	聾	lóng;lung4;LONG;ROU;null	⿱⿰⿱⿱⿱⿱丶一[GTK]丷一月⑦耳
U+807F	聿	yù;jyut6,leot6,wat6;YUL;ITSU,ICHI;null	⿻⿻⿻コ一丨⿱一一,⿻⿻⿻⿻コ一丨一一
U+8080	肀	yù;jyut6,leot6,wat6;null;null;null	⿻⿻コ一丨
U+8081	肁	zhào;null;null;CHOU,JOU,TOU,DOU;null	⿸⿱丶尸⿻⿻⿻コ一丨⿱一一[G],⿸⿱丿尸⿻⿻⿻コ一丨⿱一一[TJK]
U+8082	肂	sì;sei3,si3;null;null;null	⿰⿱一⿴𠂊丶⿻⿻⿻コ一丨⿱一一
U+8083	肃	sù;suk1;null;null;null	肃
U+8084	肄	yì;ji6,si3;I;I;null	⿰⿱⿺乚丿[GJ]⿱𠂉⿻一人⿻⿻⿻コ一丨⿱一一
U+8085	肅	sù;suk1;SWUK;SHUKU;null	肅
U+8086	肆	sì;sei3,si3;SA;SHI;null	⿰⿱④⿱一厶⿻⿻⿻コ一丨⿱一一
U+8087	肇	zhào;siu6;CO;CHOU;null	⿱⿰⿱丶尸攵⿻⿻⿻コ一丨⿱一一
U+8088	肈	zhào;siu6;null;CHOU,JOU,TOU,DOU;null	⿱⿰⿱丶尸⿻⿺⿻一乚丶丿⿻⿻⿻コ一丨⿱一一[G],⿱⿰⿱丿尸⿻⿺⿻一乚丶丿⿻⿻⿻コ一丨⿱一一[TJK]
U+8089	肉	ròu;juk6;YUK,YU;NIKU,JUU;null	肉
U+808A	肊	yì;jik1,jik6;null;null;null	⿰月乙[G],⿰⿵⺆冫乙[T]
U+808B	肋	lē;laak6,lak6;LUK;ROKU;null	⿰月⿻丿𠃌[GTV],⿰⿵⺆冫⿻丿𠃌[T]
U+808C	肌	jī;gei1;KI;KI;null	⿰月几[GTJV],⿰⿵⺆冫几[T]
U+808D	肍	qiú;null;null;null;null	⿰月九[G],⿰⿵⺆冫九[T]
U+808E	肎	kěn;null;null;KOU;null	⿱冖月[GTV],⿱冖⿵⺆冫[T]
U+808F	肏	cào;caau3;null;null;null	⿱入肉
U+8090	肐	gē;gat1;null;null;null	⿰月⿱𠂉乙[GK],⿰⿵⺆冫⿱𠂉乙[T]
U+8091	肑	bó;null;null;null;null	⿰月⿹勹丶[GTJV][G],⿰⿵⺆冫⿹勹丶[GTJV][T]
U+8092	肒	huàn;null;null;null;null	⿰月⿻九丶[GJ][GK],⿰⿵⺆冫⿻九丶[GJ][T]
U+8093	肓	huāng;fong1;HWANG;KOU;null	⿱⿱⿱丶一[GTK]𠃊月[GJK],⿱⿱⿱丶一[GTK]𠃊⿵⺆冫[T]
U+8094	肔	chǐ;null;null;null;null	⿰月也[GK],⿰⿵⺆冫也[T]
U+8095	肕	rèn;jan6,ngan6;null;null;null	⿰月⿹⿹𠃌丿丿[GK][G],⿰⿵⺆冫⿹⿹𠃌丿丿[GK][T]
U+8096	肖	xiào;ciu3;CHO,SO;SHOU;null	⿱⺌月[GJ],⿱⺌⿵⺆冫[T],⿱小月[K]
U+8097	肗	rǔ;null;null;null;null	⿰月女[G],⿰⿵⺆冫女[T]
U+8098	肘	zhǒu;zaau2,zau2;CWU;CHUU;null	⿰月寸[GJK],⿰⿵⺆冫寸[T]
U+8099	肙	yuàn;jyun1;null;null;null	⿱口月[GK],⿱口⿵⺆冫[T]
U+809A	肚	dù;tou5;TWU;TO;null	⿰月⿱十一[GJK],⿰⿵⺆冫⿱十一[T]
U+809B	肛	gāng;gong1;HANG;KOU;null	⿰月工[GJK],⿰⿵⺆冫工[T]
U+809C	肜	róng;jung4;null;YUU,YU,CHIN;null	⿰月彡[GJK],⿰⿵⺆冫彡[T]
U+809D	肝	gān;gon1;KAN;KAN;gan	⿰月干[GJK],⿰⿵⺆冫干[TV]
U+809E	肞	chā;null;null;SA;null	⿰月⿶⿻丿乀丶[GJ],⿰⿵⺆冫⿶⿻丿乀丶[T]
U+809F	肟	wò;ngok3,ok3,wu1;null;null;null	⿰月⿱一⿱一㇉[G],⿰⿵⺆冫⿱一⿱一㇉[T]
U+80A0	肠	cháng;coeng4;null;null;null	⿰月𠃓
U+80A1	股	gǔ;gu2;KO;KO;cổ	⿰月⿱𠘧又[GT][GJK],⿰⿵⺆冫⿱𠘧又[GT][TV]
U+80A2	肢	zhī;zi1;CI;SHI;chi	⿰月⿱十又[GJK],⿰⿵⺆冫⿱十又[TV]
U+80A3	肣	hán;null;null;null;cằm	⿰月⿱⿱人丶㇇[G][GK],⿰⿵⺆冫⿱⿱人丶㇇[G][TV]
U+80A4	肤	fū;fu1;null;null;null	⿰月⿻⿱一一人[G],⿰⿵⺆冫⿻⿱一一人[T]
U+80A5	肥	féi;fei4;PI;HI;phì	⿰月巴[GJK],⿰⿵⺆冫巴[TV]
U+80A6	肦	fén;null;PWUN,PAN;FUN,BUN,HAN;null	⿰⿵⺆冫⿱八⿹𠃌丿[GT],⿰月⿱八⿹𠃌丿[JK]
U+80A7	肧	pēi;pui1;null;HAI;null	⿰月⿱一③[GJK],⿰⿵⺆冫⿱一③[T]
U+80A8	肨	pàng;pong3;null;null;null	⿰月⿻⿱一⿱一一丨[GJK][GK],⿰⿵⺆冫⿻⿱一⿱一一丨[GJK][T]
U+80A9	肩	jiān;gin1;KYEN;KEN;null	⿸⿱丶尸月[G],⿸⿱丿尸⿵⺆冫[T],⿸⿱一尸月[J],⿸⿱丿尸月[K]
U+80AA	肪	fáng;fong1;PANG;BOU,HOU;null	⿰月⿱亠⿰丿𠃌[GJK],⿰⿵⺆冫⿱亠⿰丿𠃌[T]
U+80AB	肫	zhūn;zeon1;SWUN;SHUN,SAI,SUI;null	⿰月⿻丿⿻凵乚[GJK],⿰⿵⺆冫⿻丿⿻凵乚[T]
U+80AC	肬	yóu;null;null;YUU;null	⿰月⿺尢丶[GJK],⿰⿵⺆冫⿺尢丶[T]
U+80AD	肭	nà;nat6,neot6;NWUL;DOTSU,NACHI,DATSU;nọi	⿰月⿻冂人[G],⿰⿵⺆冫⿻冂入[TV],⿰月⿻冂入[JK]
U+80AE	肮	āng;gong4,hong4;null;null;null	⿰月⿱⿱丶一[GTK]几[GK],⿰⿵⺆冫⿱⿱丶一[GTK]几[T]
U+80AF	肯	kěn;hang2,hoi2;KUNG;KOU,KAI;khẳng	⿱止月[GJKV],⿱止⿵⺆冫[HT]
U+80B0	肰	rán;null;null;null;null	⿰月犬[GK],⿰⿵⺆冫犬[T]
U+80B1	肱	gōng;gwang1;KOYNG;KOU;quăng	⿰月⿸𠂇厶[GJK],⿰⿵⺆冫⿸𠂇厶[TV]
U+80B2	育	yù;juk6;YUK;IKU;dục	⿱⿻一厶[GT]月[GJK],⿱⿻一厶[GT]⿵⺆冫[TV]
U+80B3	肳	wěn;man5;null;null;null	⿰月⿹勹⿱丿丿[G],⿰⿵⺆冫⿹勹⿱丿丿[T]
U+80B4	肴	yáo;ngaau4;HYO;KOU;null	⿱㐅⿸𠂇月[GJK],⿱㐅⿸𠂇⿵⺆冫[T]
U+80B5	肵	qí;kei4;KI;null;null	⿰月⿸𠂆⿱一丨[GK],⿰⿵⺆冫⿸𠂆⿱一丨[T]
U+80B6	肶	pí;bei2;null;null;null	⿰月比[G],⿰⿵⺆冫比[T]
U+80B7	肷	qiǎn;him2,hip3;null;null;null	⿰月欠[G],⿰⿵⺆冫欠[T]
U+80B8	肸	xī;jat6;null;KITSU,KICHI,KOCHI,KETSU,KECHI;null	⿰月⿱八十[GJK],⿰⺼⿱八十[T]
U+80B9	肹	xī;hai1;null;HI,KITSU;null	⿰月⿱八⿱一㇉[GJK],⿰⿵⺆冫⿱八⿱一㇉[T]
U+80BA	肺	fèi;fai3;PHYEY,PHAY;HAI;null	⿰月⿻一巾[G],⿰⿵⺆冫⿻一巾[T],⿰月⿱⿱丶一[GTK]巾[JK]
U+80BB	肻	kěn;null;null;null;null	⿱⺊⿱冖月[GTV]
U+80BC	肼	jǐng;zeng2;null;null;null	⿰月井
U+80BD	肽	tài;taai3;null;null;null	⿰月⿵⿻一人丶
U+80BE	肾	shèn;san5;null;null;null	⿱⿰⿰丨丨又月
U+80BF	肿	zhǒng;zung2;null;null;null	⿰月⿻口丨
U+80C0	胀	zhàng;zoeng3;null;null;null	⿰月长
U+80C1	胁	xié;hip3;null;null;null	⿰月⿻⿻丿𠃌八
U+80C2	胂	shèn;san6,seon3;null;null;thăn	⿰月申[GK],⿰⿵⺆冫申[TV]
U+80C3	胃	wèi;wai6;WI;I;null	⿱田月[GJK],⿱田⿵⺆冫[T]
U+80C4	胄	zhòu;zau6;CWU;CHUU;trụ	⿱由月[GJK],⿱由⿵⺆冫[TV]
U+80C5	胅	dié;dit6;null;null;null	⿰月⿰丿⿻⿱一一人[GK],⿰⿵⺆冫⿰丿⿻⿱一一人[T]
U+80C6	胆	dǎn;daam2;TAN;TAN,DAN;đảm	⿰月⿱日一[GJK],⿰⿵⺆冫⿱日一[TV]
U+80C7	胇	fèi;null;null;null;null	⿰月⿻弓⿰丿丨[GK],⿰⿵⺆冫⿻弓⿰丿丨[T]
U+80C8	胈	bá;bat6,but6;null;HATSU,BACHI,HAI,BAI;null	⿰月⿺⿸𠂇又丶[G][GJK],⿰⿵⺆冫⿺⿸𠂇又丶[G][T]
U+80C9	胉	bó;bok3,bok6;null;null;null	⿰月白[GK],⿰⿵⺆冫白[T]
U+80CA	胊	qú;keoi4;KWU;KU,GU,KYOU,KOKU;null	⿰月⿹勹口[GK],⿰⿵⺆冫⿹勹口[T]
U+80CB	胋	tián;null;null;null;null	⿰月⿱⺊口[G],⿰⿵⺆冫⿱⺊口[T]
U+80CC	背	bèi;bui3,bui6;PAY,PHAY;HAI;bối	⿱⿰③⿺乚丿[GJ]月[GJK],⿱⿰③⿺乚丿[GJ]⿵⺆冫[TV]
U+80CD	胍	guā;gu1,gwaa1;null;KO,KU,KA,KE;null	⿰月瓜[GJK],⿰⿵⺆冫瓜[T]
U+80CE	胎	tāi;toi1;THAY;TAI;thai	⿰月⿱厶口[GJK],⿰⿵⺆冫⿱厶口[TV]
U+80CF	胏	zǐ;zi2;null;SHI;null	⿰月⿹⿻⿱一㇉丨丿[GJK],⿰⿵⺆冫⿹⿻⿱一㇉丨丿[T]
U+80D0	胐	fěi;fei2;null;null;null	⿰月⿱⿻凵丨[GTK]凵[GK],⿰⿵⺆冫⿱⿻凵丨[GTK]凵[T]
U+80D1	胑	zhī;zi1;null;null;null	⿰月⿱口八[GK],⿰⿵⺆冫⿱口八[T]
U+80D2	胒	nì;null;null;DEI,HAI;tiếng,nây	⿰月⿸尸⿺乚丿[GJ][GJK],⿰⿵⺆冫⿸尸⿺乚丿[GJ][TV]
U+80D3	胓	píng;pun3,pun4;null;null;null	⿰月⿻干丷[GTJV][GK],⿰⿵⺆冫⿻干丷[GTJV][T]
U+80D4	胔	zì;ci1,zi3;null;SHI,JI,SEKI,JAKU;null	⿱⿰止⿺乚丿[GJ]肉
U+80D5	胕	fǔ;fu1,fu2,fu4;PWU;FU,BU;null	⿰月⿰亻寸[GJK],⿰⿵⺆冫⿰亻寸[T]
U+80D6	胖	pàng;bun6,pun3,pun4;PAN;HAN;bỡn	⿰月⿱丷⿻⿱一一丨[GTJV][GJK],⿰⿵⺆冫⿱丷⿻⿱一一丨[GTJV][TV]
U+80D7	胗	zhēn;zan1;null;SHIN,KIN;chẩn	⿰月⿱人彡[GJK],⿰⿵⺆冫⿱人彡[TV]
U+80D8	胘	xián;null;null;KEN,GEN;null	⿰月⿱⿱丶一[GTK]⿰②丶[GJK],⿰⿵⺆冫⿱⿱丶一[GTK]⿰②丶[T]
U+80D9	胙	zuò;zou6;CO;SO,SAKU;null	⿰月乍[GJK],⿰⿵⺆冫乍[T]
U+80DA	胚	pēi;pui1;PAY;HAI;null	⿰月⿱⿱一③一[GJK],⿰⿵⺆冫⿱⿱一③一[T]
U+80DB	胛	jiǎ;gaap3;KAP;KOU;null	⿰月甲[GJK],⿰⿵⺆冫甲[T]
U+80DC	胜	shèng;saang1,sing3;null;null;thắng	⿰月生[GK],⿰⿵⺆冫生[TV]
U+80DD	胝	zhī;dai1,zi1;null;CHI,SHI,TEI;đì	⿰月⿱氏丶[G][GJK],⿰⿵⺆冫⿱氏丶[G][TV]
U+80DE	胞	bāo;baau1;PHO;HOU;bào	⿰月⿹勹巳[GTKV][GJK],⿰⿵⺆冫⿹勹巳[GTKV][TV]
U+80DF	胟	mǔ;null;null;null;null	⿰月母[GK],⿰⿵⺆冫母[T]
U+80E0	胠	qū;keoi1,koe1;KE;KYO,KO,KYOU,KOU;null	⿰月⿱⿱十一厶[GJK],⿰⿵⺆冫⿱⿱十一厶[T]
U+80E1	胡	hú;wu4;HO;KO,GO;null	⿰⿱十口月[GJK],⿰⿱十口⿵⺆冫[T]
U+80E2	胢	kē;null;null;null;null	⿰月⿹⿱一亅口[G],⿰⿵⺆冫⿹⿱一亅口[T]
U+80E3	胣	chǐ;ci2,ji5;null;null;dạ	⿰月⿱𠂉也[GK],⿰⿵⺆冫⿱𠂉也[TV]
U+80E4	胤	yìn;jan6;YUN;IN;dận	⿲丿⿱⿰②丶月乚[GJK],⿲丿⿱⿰②丶⿵⺆冫乚[TV]
U+80E5	胥	xū;seoi1;SE;SHO,SO;null	⿱疋月[GJK],⿱疋⿵⺆冫[T]
U+80E6	胦	yāng;null;null;null;null	⿰月央[GJK],⿰⿵⺆冫央[T]
U+80E7	胧	lóng;lung4;null;null;null	⿰月⿻⿺尢丶丿
U+80E8	胨	dòng;null;null;null;null	⿰月东
U+80E9	胩	kǎ;kaa1;null;null;null	⿰月⿱⿱⺊一卜
U+80EA	胪	lú;lou4;null;null;null	⿰月⿱⺊尸
U+80EB	胫	jìng;hing5;null;null;null	⿰月⿱ス工
U+80EC	胬	nǔ;lou5,nou5;null;null;null	⿱⿰女又肉
U+80ED	胭	yān;jin1;null;IN,EN,ETSU;nhân	⿰月⿴囗⿻一人[GJK],⿰⿵⺆冫⿴囗⿻一人[TV]
U+80EE	胮	pāng;null;null;HOU,BOU;null	⿰月⿱夂㐄[GJK],⿰⿵⺆冫⿱夂㐄[T]
U+80EF	胯	kuà;kwaa3;KWA,KO;KO,KA;null	⿰月⿱⿻一人⿱一⿱一㇉[GJK],⿰⿵⺆冫⿱⿻一人⿱一⿱一㇉[T]
U+80F0	胰	yí;ji4;null;I;null	⿰月⿻⿻一人弓[GJK],⿰⿵⺆冫⿻⿻一人弓[T]
U+80F1	胱	guāng;gwong1;KWANG;KOU;choáng	⿰月⿱⺌⿱一⿰丿乚[GJK],⿰⿵⺆冫⿱⺌⿱一⿰丿乚[TV]
U+80F2	胲	hǎi;goi2,hoi2;null;KAI;null	⿰月⿳⿱丶一[GTK]⿰𠃋丿人[GJK],⿰⿵⺆冫⿳⿱丶一[GTK]⿰𠃋丿人[T]
U+80F3	胳	gē;gaak3,lok3;null;KAKU,GYAKU;cặc	⿰月⿱夂口[GJK],⿰⿵⺆冫⿱夂口[TV]
U+80F4	胴	dòng;dung6;TONG;DOU,TOU;null	⿰月⿵⿵冂一口[GJK],⿰⿵⺆冫⿵⿵冂一口[T]
U+80F5	胵	chī;ci1,ci3,ci4;null;null;null	⿰月⿱⿱一厶⿱十一[GJK],⿰⿵⺆冫⿱⿱一厶⿱十一[T]
U+80F6	胶	jiāo;gaau1;null;KOU,GYOU;null	⿰月⿱⿱丶一[GTK]⿱八⿻丿乀[GJK],⿰⿵⺆冫⿱⿱丶一[GTK]⿱八⿻丿乀[T]
U+80F7	胷	xiōng;hung1;HYUNG;null;null	⿱⿹勹⿶凵㐅月[GK],⿱⿹勹⿶凵㐅⿵⺆冫[T]
U+80F8	胸	xiōng;hung1;HYUNG;KYOU;hông	⿰月⿹勹⿶凵㐅[GJK],⿰⿵⺆冫⿹勹⿶凵㐅[TV]
U+80F9	胹	ér;ji4;null;JI,NI;null	⿰月⿱一⿱丿⿵冂⿰丨丨[GJK],⿰⿵⺆冫⿱一⿱丿⿵冂⿰丨丨[T]
U+80FA	胺	àn;ngon1,on1;null;ATSU,ACHI;ươn	⿰月⿱宀女[GJK],⿰⿵⺆冫⿱宀女[TV]
U+80FB	胻	héng;hang4;null;null;null	⿰月⿰彳⿱一⿱一亅[GJK],⿰⿵⺆冫⿰彳⿱一⿱一亅[T]
U+80FC	胼	pián;bin1,pin4;PYEN;HEN,BEN;bẹn	⿰月⿱丷⿱一⿻一⿰丿丨[GJK],⿰⿵⺆冫⿱丷⿱一⿻一⿰丿丨[TV]
U+80FD	能	néng;nang4;NUNG,NAY;NOU,DAI;năng	⿰⿱厶⿵⺆冫[T]⿱⿺乚丿[GJ]⿺乚丿[GJ]
U+80FE	胾	zì;zi3;CA;SHI;null	⿹⿶⿻⿺⿻一乚丶丿十肉
U+80FF	胿	guī;null;null;null;null	⿰月⿱⿱十一⿱十一[G],⿰⿵⺆冫⿱⿱十一⿱十一[T]
U+8100	脀	chéng;cing1;null;null;null	⿱⿱⿱乛⿲㇇亅⿺乀丿一月[GK],⿱⿱⿱乛⿲㇇亅⿺乀丿一⿵⺆冫[T]
U+8101	脁	tiǎo;tiu3;null;null;null	⿰月兆[GK],⿰⿵⺆冫兆[T]
U+8102	脂	zhī;zi1;CI;SHI;null	⿰月⿱⿺乚丿[GJ]日[GJK],⿰⿵⺆冫⿱⿺乚丿[GJ]日[T]
U+8103	脃	cuì;ceoi3;null;ZEI;null	⿰月⿱𠂊巴[G],⿰⺼⿱⿹𠃌丿巴[T],⿰月⿱⿹𠃌丿巴[JK]
U+8104	脄	méi;null;null;null;null	⿰月⿸𠂇⿱八人[GTKV][GK],⿰⿵⺆冫⿸𠂇⿱八人[GTKV][T]
U+8105	脅	xié;hip3;HYEP;KYOU,KOU,KYUU;hiếp	⿱⿱⿻丿𠃌⿰⿻丿𠃌⿻丿𠃌月[GJK],⿱⿱⿻丿𠃌⿰⿻丿𠃌⿻丿𠃌⿵⺆冫[TV]
U+8106	脆	cuì;ceoi3;CHWI;ZEI,SEI;null	⿰月⿸⿱𠂊厂㔾[GJK],⿰⿵⺆冫⿸⿱𠂊厂㔾[T]
U+8107	脇	xié;hip3;HYEP;KYOU;null	⿰月⿱⿻丿𠃌⿰⿻丿𠃌⿻丿𠃌[GJK],⿰⿵⺆冫⿱⿻丿𠃌⿰⿻丿𠃌⿻丿𠃌[T]
U+8108	脈	mài;mak6;MAYK;MYAKU,BAKU;null	⿰月⿸𠂆④[GJK],⿰⿵⺆冫⿸𠂆④[T]
U+8109	脉	mài;mak6;MAYK;MYAKU,BAKU;null	⿰月永[GJK],⿰⿵⺆冫永[T]
U+810A	脊	jí;zek3,zik3;CHEK;SEKI;null	⿱⿻人⿱丷八月[GJK],⿱⿻人⿱丷八⿵⺆冫[T]
U+810B	脋	xié;null;null;KYOU;null	⿱⿱⿹𠃌丿⿰⿹𠃌丿⿹𠃌丿月
U+810C	脌	nin;nin1;null;null;null	⿰月年
U+810D	脍	kuài;kui2;null;null;null	⿰月⿱人⿱⿱一一厶
U+810E	脎	sà;saat3;null;null;null	⿰月⿱㐅朩
U+810F	脏	zàng;zong6;null;null;null	⿰月⿸广⿱十一
U+8110	脐	qí;ci4;null;null;null	⿰月⿱文⿰丿丨
U+8111	脑	nǎo;nou5;null;null;null	⿰月⿱⿱丶一[GTK]⿶凵㐅
U+8112	脒	mǐ;mai5;null;null;null	⿰月米
U+8113	脓	nóng;nung4;null;null;null	⿰月⿻冖𧘇
U+8114	脔	luán;lyun5;null;null;null	⿱⿱⿱丶一[GTK]④肉
U+8115	脕	wàn;maan5,maan6;null;null;null	⿰月⿱𠂊⑤[GTK][GK],⿰⿵⺆冫⿱𠂊⑤[GTK][T]
U+8116	脖	bó;but6;PAL;HOTSU,BOCHI,BOTSU;null	⿰月⿱⿱十冖子[GJK],⿰⿵⺆冫⿱⿱十冖子[T]
U+8117	脗	wěn;man5;null;BUN,MON,BIN,MIN,FUN;null	⿰月⿱⿹勹⿱丿丿口[GJK],⿰⿵⺆冫⿱⿹勹⿱丿丿口[T]
U+8118	脘	wǎn;gun2;WAN;KAN,GEN,GAN;null	⿰月⿱宀⿱一⿱一⿰丿乚[GJK],⿰⿵⺆冫⿱宀⿱一⿱一⿰丿乚[T]
U+8119	脙	xiū;null;null;null;null	⿰月⿺⿻一⿻亅⿱丷八丶[GK],⿰⿵⺆冫⿺⿻一⿻亅⿱丷八丶[T]
U+811A	脚	jiǎo;goek3;KAK;KYAKU,KYA;null	⿰月⿰⿱⿱十一厶卩[GJK],⿰⿵⺆冫⿰⿱⿱十一厶卩[T]
U+811B	脛	jìng;ging3,hing5;KYENG;KEI;null	⿰月⿳一⿲𡿨𡿨𡿨工[GJK],⿰⿵⺆冫⿳一⿲𡿨𡿨𡿨工[T]
U+811C	脜	yǒu;null;null;JU,NYU;null	⿰月⿱一自[GJ],⿰⿵⺆冫⿱一自[T]
U+811D	脝	hēng;hang1;null;null;null	⿰月⿳⿱丶一[GTK]口⿱乛亅[GK],⿰⿵⺆冫⿳⿱丶一[GTK]口⿱乛亅[T]
U+811E	脞	cuǒ;co2;null;SA,ZA;null	⿰月⿻⿱十一⿰人人[GJK],⿰⿵⺆冫⿻⿱十一⿰人人[T]
U+811F	脟	liè;lyut3;null;null;null	⿰月⿱⿱丿𭕄[G]寸[GK],⿰⿵⺆冫⿱⿱丿𭕄[G]寸[T]
U+8120	脠	shān;null;null;SEN,TEN;null	⿰月⿺廴⿱丿③[GK][GJK],⿰⿵⺆冫⿺廴⿱丿③[GK][T]
U+8121	脡	tǐng;ting5;null;null;null	⿰月⿺廴⿱丿⿱十一[GKV][GJK][GK],⿰⿵⺆冫⿺廴⿱丿⿱十一[GKV][GJK][T]
U+8122	脢	méi;mui4;null;null;null	⿰月⿱𠂉母[GK],⿰⿵⺆冫⿱𠂉母[T]
U+8123	脣	chún;seon4;SWUN;SHIN;null	⿸⿸厂⿱二⿰𠄌⿺乀丿月[GK],⿱⿸厂⿱二⿰𠄌⿺乀丿⿵⺆冫[T],⿱⿸厂⿱二⿰𠄌⿺乀丿月[J]
U+8124	脤	shèn;san4,san5;SIN;SHIN;null	⿰月⿸厂⿱二⿰𠄌⿺乀丿[GJK],⿰⿵⺆冫⿸厂⿱二⿰𠄌⿺乀丿[T]
U+8125	脥	qiǎn;null;null;null;null	⿰月⿻⿻一人⿰人人[GK],⿰⿵⺆冫⿻⿻一人⿰人人[T]
U+8126	脦	de;null;null;null;null	⿰月⿹⿺⿻一乚丶心[G],⿰⿵⺆冫⿹⿺⿻一乚丶心[T]
U+8127	脧	juān;zeon1;CHOY,SEN;SAI,SUI,SA,SEN;null	⿰月⿳厶八夂[G][GJK],⿰⿵⺆冫⿳厶八夂[G][T]
U+8128	脨	cù;null;null;null;null	⿰月束[GK],⿰⿵⺆冫束[T]
U+8129	脩	xiū;sau1;SWU;SHUU;null	⿰⿰亻丨⿱夂月[G],⿰⿰亻丨⿱攵⿵⺆冫[T],⿰⿰亻丨⿱攵月[JK]
U+812A	脪	xìn;jan3;null;null;null	⿰月⿱㐅⿸𠂇巾[G],⿰⿵⺆冫⿱㐅⿸𠂇巾[T]
U+812B	脫	tuō;tyut3;THAL,THAY;DATSU,TAI,ETSU;null	⿰月⿱八⿱口⿰丿乚[GK],⿰⿵⺆冫⿱八⿱口⿰丿乚[T]
U+812C	脬	pāo;paau1;null;HOU,HYOU;null	⿰月⿱⿱丿𭕄[G]子[GJK],⿰⿵⺆冫⿱⿱丿𭕄[G]子[T]
U+812D	脭	chéng;null;null;null;null	⿰月⿱口⿱一⿱十一[GJK][G],⿰⿵⺆冫⿱口⿱一⿱十一[GJK][T]
U+812E	脮	něi;null;null;null;null	⿰月⿱⿱丿𭕄[G]女[G],⿰⿵⺆冫⿱⿱丿𭕄[G]女[T]
U+812F	脯	pú;fu2,pou2;PHO;HO,FU;null	⿰月⿺⿻十月丶[GJK],⿰⿵⺆冫⿺⿻十月丶[T]
U+8130	脰	dòu;dau6;TWU;TOU,ZU;null	⿰月豆[GJK],⿰⿵⺆冫豆[T]
U+8131	脱	tuō;tyut3;THAL,THAY;DATSU,TAI,ETSU;thoát	⿰月⿱丷⿱口⿰丿乚[GJK],⿰⿵⺆冫⿱丷⿱口⿰丿乚[TV]
